
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.053398                       # Number of seconds simulated
system.mem_ctrls.num_reads::cpu09.inst              7                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu09.data          17908                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.inst              3                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu10.data          17194                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.inst             10                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu11.data          18506                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.inst              3                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu12.data          18204                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.inst              3                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu13.data          18180                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.inst              3                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu14.data          17758                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu15.inst              1                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::cpu15.data          19120                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::total              358461                       # Number of read requests responded to by this memory
system.mem_ctrls.num_writes::writebacks        267171                       # Number of write requests responded to by this memory
system.mem_ctrls.num_writes::total             267171                       # Number of write requests responded to by this memory
system.mem_ctrls.bw_read::cpu00.inst          2598431                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu00.data        107801320                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu01.inst           237311                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu01.data         20485415                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu02.inst            19177                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu02.data         19791461                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu03.inst            15581                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu03.data         21311208                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu04.inst             1199                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu04.data         20648416                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu05.inst             8390                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu05.data         20879734                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu06.inst            11985                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu06.data         20292450                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu07.inst             7191                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu07.data         21953624                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu08.inst             3596                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu08.data         21468216                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu09.inst             8390                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu09.data         21463422                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu10.inst             3596                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu10.data         20607666                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu11.inst            11985                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu11.data         22180148                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu12.inst             3596                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu12.data         21818189                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu13.inst             3596                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu13.data         21789424                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu14.inst             3596                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu14.data         21283641                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu15.inst             1199                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu15.data         22916050                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::total             429629201                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu00.inst      2598431                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu01.inst       237311                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu02.inst        19177                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu03.inst        15581                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu04.inst         1199                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu05.inst         8390                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu06.inst        11985                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu07.inst         7191                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu08.inst         3596                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu09.inst         8390                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu10.inst         3596                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu11.inst        11985                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu12.inst         3596                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu13.inst         3596                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu14.inst         3596                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu15.inst         1199                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::total          2938816                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::writebacks       320214649                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::total            320214649                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_total::writebacks       320214649                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu00.inst         2598431                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu00.data       107801320                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu01.inst          237311                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu01.data        20485415                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu02.inst           19177                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu02.data        19791461                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu03.inst           15581                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu03.data        21311208                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu04.inst            1199                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu04.data        20648416                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu05.inst            8390                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu05.data        20879734                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu06.inst           11985                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu06.data        20292450                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu07.inst            7191                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu07.data        21953624                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu08.inst            3596                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu08.data        21468216                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu09.inst            8390                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu09.data        21463422                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu10.inst            3596                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu10.data        20607666                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu11.inst           11985                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu11.data        22180148                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu12.inst            3596                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu12.data        21818189                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu13.inst            3596                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu13.data        21789424                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu14.inst            3596                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu14.data        21283641                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu15.inst            1199                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu15.data        22916050                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::total            749843850                       # Total bandwidth to/from this memory (bytes/s)
system.cpu00.branchPred.lookups              16413199                       # Number of BP lookups
system.cpu00.branchPred.condPredicted         9954042                       # Number of conditional branches predicted
system.cpu00.branchPred.condIncorrect           22889                       # Number of conditional branches incorrect
system.cpu00.branchPred.BTBLookups           11482888                       # Number of BTB lookups
system.cpu00.branchPred.BTBHits               8321028                       # Number of BTB hits
system.cpu00.branchPred.BTBCorrect                  0                       # Number of correct BTB predictions (this stat may not work properly.
system.cpu00.branchPred.BTBHitPct           72.464593                       # BTB Hit Percentage
system.cpu00.branchPred.usedRAS               3224327                       # Number of times the RAS was used to get a target.
system.cpu00.branchPred.RASInCorrect               86                       # Number of incorrect RAS predictions.
system.cpu00.branchPred.indirectLookups        265178                       # Number of indirect predictor lookups.
system.cpu00.branchPred.indirectHits           264289                       # Number of indirect target hits.
system.cpu00.branchPred.indirectMisses            889                       # Number of indirect misses.
system.cpu00.branchPredindirectMispredicted          260                       # Number of mispredicted indirect branches.
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.cpu_clk_domain.clock                      1161                       # Clock period in ticks
system.cpu00.dtb.fetch_hits                         0                       # ITB hits
system.cpu00.dtb.fetch_misses                       0                       # ITB misses
system.cpu00.dtb.fetch_acv                          0                       # ITB acv
system.cpu00.dtb.fetch_accesses                     0                       # ITB accesses
system.cpu00.dtb.read_hits                   21246146                       # DTB read hits
system.cpu00.dtb.read_misses                     5618                       # DTB read misses
system.cpu00.dtb.read_acv                           1                       # DTB read access violations
system.cpu00.dtb.read_accesses               21251764                       # DTB read accesses
system.cpu00.dtb.write_hits                   7525752                       # DTB write hits
system.cpu00.dtb.write_misses                    2266                       # DTB write misses
system.cpu00.dtb.write_acv                          0                       # DTB write access violations
system.cpu00.dtb.write_accesses               7528018                       # DTB write accesses
system.cpu00.dtb.data_hits                   28771898                       # DTB hits
system.cpu00.dtb.data_misses                     7884                       # DTB misses
system.cpu00.dtb.data_acv                           1                       # DTB access violations
system.cpu00.dtb.data_accesses               28779782                       # DTB accesses
system.cpu00.itb.fetch_hits                  15827782                       # ITB hits
system.cpu00.itb.fetch_misses                     172                       # ITB misses
system.cpu00.itb.fetch_acv                          0                       # ITB acv
system.cpu00.itb.fetch_accesses              15827954                       # ITB accesses
system.cpu00.itb.read_hits                          0                       # DTB read hits
system.cpu00.itb.read_misses                        0                       # DTB read misses
system.cpu00.itb.read_acv                           0                       # DTB read access violations
system.cpu00.itb.read_accesses                      0                       # DTB read accesses
system.cpu00.itb.write_hits                         0                       # DTB write hits
system.cpu00.itb.write_misses                       0                       # DTB write misses
system.cpu00.itb.write_acv                          0                       # DTB write access violations
system.cpu00.itb.write_accesses                     0                       # DTB write accesses
system.cpu00.itb.data_hits                          0                       # DTB hits
system.cpu00.itb.data_misses                        0                       # DTB misses
system.cpu00.itb.data_acv                           0                       # DTB access violations
system.cpu00.itb.data_accesses                      0                       # DTB accesses
system.cpu00.workload.num_syscalls               5349                       # Number of system calls
system.cpu00.numCycles                       45021197                       # number of cpu cycles simulated
system.cpu00.numWorkItemsStarted                    0                       # number of work items this cpu started
system.cpu00.numWorkItemsCompleted                  0                       # number of work items this cpu completed
system.cpu00.fetch.icacheStallCycles           107652                       # Number of cycles fetch is stalled on an Icache miss
system.cpu00.fetch.Insts                    122361828                       # Number of instructions fetch has processed
system.cpu00.fetch.Branches                  16413199                       # Number of branches that fetch encountered
system.cpu00.fetch.predictedBranches         11809644                       # Number of branches that fetch has predicted taken
system.cpu00.fetch.Cycles                    44644087                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu00.fetch.SquashCycles                 52982                       # Number of cycles fetch has spent squashing
system.cpu00.fetch.MiscStallCycles                190                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs
system.cpu00.fetch.PendingTrapStallCycles         6591                       # Number of stall cycles due to pending traps
system.cpu00.fetch.IcacheWaitRetryStallCycles           43                       # Number of stall cycles due to full MSHR
system.cpu00.fetch.CacheLines                15827782                       # Number of cache lines fetched
system.cpu00.fetch.IcacheSquashes                2562                       # Number of outstanding Icache misses that were squashed
system.cpu00.fetch.rateDist::samples         44785054                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::mean            2.732202                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::stdev           3.094246                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::underflows             0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::0               21618428     48.27%     48.27% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::1                 883776      1.97%     50.24% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::2                2363137      5.28%     55.52% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::3                2725489      6.09%     61.61% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::4                3577716      7.99%     69.60% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::5                1905376      4.25%     73.85% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::6                4060882      9.07%     82.92% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::7                 829725      1.85%     84.77% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::8                6820525     15.23%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::overflows              0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::min_value              0                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::max_value              8                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.rateDist::total           44785054                       # Number of instructions fetched each cycle (Total)
system.cpu00.fetch.branchRate                0.364566                       # Number of branch fetches per cycle
system.cpu00.fetch.rate                      2.717871                       # Number of inst fetches per cycle
system.cpu00.decode.IdleCycles                1158663                       # Number of cycles decode is idle
system.cpu00.decode.BlockedCycles            24449614                       # Number of cycles decode is blocked
system.cpu00.decode.RunCycles                17272030                       # Number of cycles decode is running
system.cpu00.decode.UnblockCycles             1879961                       # Number of cycles decode is unblocking
system.cpu00.decode.SquashCycles                24786                       # Number of cycles decode is squashing
system.cpu00.decode.BranchResolved            2964833                       # Number of times decode resolved a branch
system.cpu00.decode.BranchMispred                1735                       # Number of times decode detected a branch misprediction
system.cpu00.decode.DecodedInsts            122025594                       # Number of instructions handled by decode
system.cpu00.decode.SquashedInsts                7834                       # Number of squashed instructions handled by decode
system.cpu00.rename.SquashCycles                24786                       # Number of cycles rename is squashing
system.cpu00.rename.IdleCycles                2224676                       # Number of cycles rename is idle
system.cpu00.rename.BlockCycles               6014449                       # Number of cycles rename is blocking
system.cpu00.rename.serializeStallCycles     14076968                       # count of cycles rename stalled for serializing inst
system.cpu00.rename.RunCycles                18031808                       # Number of cycles rename is running
system.cpu00.rename.UnblockCycles             4412367                       # Number of cycles rename is unblocking
system.cpu00.rename.RenamedInsts            121862748                       # Number of instructions processed by rename
system.cpu00.rename.ROBFullEvents               74177                       # Number of times rename has blocked due to ROB full
system.cpu00.rename.IQFullEvents              1141707                       # Number of times rename has blocked due to IQ full
system.cpu00.rename.LQFullEvents              1950771                       # Number of times rename has blocked due to LQ full
system.cpu00.rename.SQFullEvents               224147                       # Number of times rename has blocked due to SQ full
system.cpu00.rename.RenamedOperands          94715433                       # Number of destination operands rename has renamed
system.cpu00.rename.RenameLookups           167483221                       # Number of register rename lookups that rename has made
system.cpu00.rename.int_rename_lookups      148671910                       # Number of integer rename lookups
system.cpu00.rename.fp_rename_lookups        18548909                       # Number of floating rename lookups
system.cpu00.rename.CommittedMaps            93904318                       # Number of HB maps that are committed
system.cpu00.rename.UndoneMaps                 811115                       # Number of HB maps that are undone due to squashing
system.cpu00.rename.serializingInsts           265645                       # count of serializing insts renamed
system.cpu00.rename.tempSerializingInsts         2038                       # count of temporary serializing insts renamed
system.cpu00.rename.skidInsts                11965007                       # count of insts added to the skid buffer
system.cpu00.memDep0.insertedLoads           21202449                       # Number of loads inserted to the mem dependence unit.
system.cpu00.memDep0.insertedStores           7540446                       # Number of stores inserted to the mem dependence unit.
system.cpu00.memDep0.conflictingLoads         1506320                       # Number of conflicting loads.
system.cpu00.memDep0.conflictingStores         436469                       # Number of conflicting stores.
system.cpu00.iq.iqInstsAdded                116769288                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu00.iq.iqNonSpecInstsAdded              3237                       # Number of non-speculative instructions added to the IQ
system.cpu00.iq.iqInstsIssued               116729205                       # Number of instructions issued
system.cpu00.iq.iqSquashedInstsIssued           19538                       # Number of squashed instructions issued
system.cpu00.iq.iqSquashedInstsExamined        756977                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu00.iq.iqSquashedOperandsExamined       307449                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu00.iq.iqSquashedNonSpecRemoved          459                       # Number of squashed non-spec instructions that were removed
system.cpu00.iq.issued_per_cycle::samples     44785054                       # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::mean       2.606432                       # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::stdev      2.667482                       # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::0          19156817     42.78%     42.78% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::1           1806486      4.03%     46.81% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::2           1994320      4.45%     51.26% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::3           3360058      7.50%     58.76% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::4           5686888     12.70%     71.46% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::5           4592772     10.26%     81.72% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::6           4226851      9.44%     91.16% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::7           1905509      4.25%     95.41% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::8           2055353      4.59%    100.00% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu00.iq.issued_per_cycle::total      44785054                       # Number of insts issued each cycle
system.cpu00.iq.fu_full::No_OpClass                 0      0.00%      0.00% # attempts to use FU when none available
system.cpu00.iq.fu_full::IntAlu               1056587     33.14%     33.14% # attempts to use FU when none available
system.cpu00.iq.fu_full::IntMult               524326     16.45%     49.59% # attempts to use FU when none available
system.cpu00.iq.fu_full::IntDiv                     0      0.00%     49.59% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatAdd               32972      1.03%     50.63% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatCmp                   0      0.00%     50.63% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatCvt                   0      0.00%     50.63% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatMult             656748     20.60%     71.23% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatDiv                6252      0.20%     71.43% # attempts to use FU when none available
system.cpu00.iq.fu_full::FloatSqrt                  0      0.00%     71.43% # attempts to use FU when none available
